unmapped_symbol
Y_RNA-67
Y_RNA-68
Y_RNA-69
Y_RNA-70
Y_RNA-71
Y_RNA-72
Y_RNA-73
Y_RNA-74
Y_RNA-75
Y_RNA-76
Y_RNA-77
U3-1
U3-2
Y_RNA-78
Y_RNA-79
Y_RNA-80
Y_RNA-81
Y_RNA-82
Y_RNA-83
Y_RNA-84
Y_RNA-85
Y_RNA-86
Y_RNA-87
Y_RNA-88
Y_RNA-89
Y_RNA-90
Y_RNA-91
SNORD81
Y_RNA-92
Y_RNA-93
Y_RNA-94
Y_RNA-95
Y_RNA-96
SNORA73
Y_RNA-97
Y_RNA-98
Y_RNA-99
Y_RNA-100
U8-1
Y_RNA-101
Y_RNA-102
Y_RNA-103
Y_RNA-104
Y_RNA-105
Y_RNA-106
Y_RNA-107
Y_RNA-108
Y_RNA-109
Y_RNA-110
Y_RNA-111
Y_RNA-112
Y_RNA-113
Y_RNA-114
Y_RNA-115
Y_RNA-116
Y_RNA-117
Y_RNA-118
Y_RNA-119
Y_RNA-120
U8-2
Y_RNA-121
Y_RNA-122
Y_RNA-123
U3-3
Y_RNA-124
Y_RNA-125
Y_RNA-126
Y_RNA-127
Y_RNA-128
Y_RNA-129
Y_RNA-130
Y_RNA-131
Y_RNA-132
Y_RNA-133
Y_RNA-134
Y_RNA-135
SNORA63-3
Y_RNA-136
Y_RNA-137
Y_RNA-138
Y_RNA-139
Y_RNA-140
Y_RNA-141
Y_RNA-142
Y_RNA-143
Y_RNA-144
Y_RNA-145
Y_RNA-146
Y_RNA-147
Y_RNA-148
Y_RNA-149
Y_RNA-150
Y_RNA-151
Y_RNA-152
U3-4
Y_RNA-153
U8-3
Y_RNA-154
Y_RNA-155
Y_RNA-156
Y_RNA-157
U3-5
Y_RNA-158
U3-6
Y_RNA-159
Y_RNA-160
Y_RNA-161
Y_RNA-162
Y_RNA-163
Y_RNA-164
Y_RNA-165
Y_RNA-166
Y_RNA-167
Y_RNA-168
Y_RNA-169
Y_RNA-170
Y_RNA-171
Y_RNA-172
Y_RNA-173
Y_RNA-174
SNORD18
Y_RNA-175
Y_RNA-176
U3-7
Y_RNA-177
Y_RNA-178
Y_RNA-179
Y_RNA-180
Y_RNA-181
Y_RNA-182
Y_RNA-183
Y_RNA-184
Y_RNA-185
Y_RNA-186
Y_RNA-187
Y_RNA-188
Y_RNA-189
Y_RNA-190
Y_RNA-191
Y_RNA-192
Y_RNA-193
Y_RNA-194
Y_RNA-195
Y_RNA-196
Y_RNA-197
Y_RNA-198
Y_RNA-199
Y_RNA-200
Y_RNA-201
Y_RNA-202
Y_RNA-203
Y_RNA-204
Y_RNA-205
Y_RNA-206
Y_RNA-207
Y_RNA-208
Y_RNA-209
Y_RNA-210
Y_RNA-211
Y_RNA-212
Y_RNA-213
Y_RNA-214
Y_RNA-215
Y_RNA-216
Y_RNA-217
Y_RNA-218
Y_RNA-219
Y_RNA-220
Y_RNA-221
Y_RNA-222
Y_RNA-223
Y_RNA-224
Y_RNA-225
Y_RNA-226
SNORD42
Y_RNA-227
Y_RNA-228
Y_RNA-229
Y_RNA-230
Y_RNA-231
Y_RNA-232
Y_RNA-233
Y_RNA-234
Y_RNA-235
Y_RNA-236
Y_RNA-237
Y_RNA-238
U3-8
Y_RNA-239
Y_RNA-240
Y_RNA-241
U3-9
Y_RNA-242
Y_RNA-243
Y_RNA-244
Y_RNA-245
U3-10
Y_RNA-246
Y_RNA-247
SNORA70-1
SNORA71
U8-4
Y_RNA-248
Y_RNA-249
Y_RNA-250
Y_RNA-251
Y_RNA-252
Y_RNA-253
Y_RNA-254
Y_RNA-255
Y_RNA-256
Y_RNA-257
Y_RNA-258
Y_RNA-259
Y_RNA-260
Y_RNA-261
Y_RNA-262
Y_RNA-263
SNORA62-1
Y_RNA-264
Y_RNA-265
Y_RNA-266
Y_RNA-267
Y_RNA-268
Y_RNA-269
Y_RNA-270
Y_RNA-271
Y_RNA-272
Y_RNA-273
Y_RNA-274
Y_RNA-275
Y_RNA-276
Y_RNA-277
Y_RNA-278
Y_RNA-279
Y_RNA-280
Y_RNA-281
Y_RNA-282
U3-11
Y_RNA-283
Y_RNA-284
Y_RNA-285
Y_RNA-286
Y_RNA-287
Y_RNA-288
Y_RNA-289
Y_RNA-290
Y_RNA-291
Y_RNA-292
Y_RNA-293
Y_RNA-294
SNORA63-4
Y_RNA-295
U8-5
U8-6
SNORA71-1
SNORA73-1
Y_RNA-296
Y_RNA-297
Y_RNA-298
Y_RNA-299
Y_RNA-300
Y_RNA-301
Y_RNA-302
Y_RNA-303
Y_RNA-304
Y_RNA-305
Y_RNA-306
SNORA72-1
Y_RNA-307
Y_RNA-308
Y_RNA-309
Y_RNA-310
SNORA72-2
SNORA70-2
Y_RNA-311
Y_RNA-312
SNORA62-2
Y_RNA-313
Y_RNA-314
Y_RNA-315
Y_RNA-316
Y_RNA-317
Y_RNA-318
Y_RNA-319
Y_RNA-320
Y_RNA-321
SNORD81-1
Y_RNA-322
Y_RNA-323
Y_RNA-324
Y_RNA-325
Y_RNA-326
Y_RNA-327
Y_RNA-328
Y_RNA-329
Y_RNA-330
Y_RNA-331
Y_RNA-332
Y_RNA-333
Y_RNA-334
Y_RNA-335
Y_RNA-336
Y_RNA-337
Y_RNA-338
7SK
Y_RNA-339
Y_RNA-340
Y_RNA-341
Y_RNA-342
U3-12
Y_RNA-343
Y_RNA-344
Y_RNA-345
U3-13
U8-7
Y_RNA-346
Y_RNA-347
Y_RNA-348
Y_RNA-349
Y_RNA-350
Y_RNA-351
Y_RNA-352
Y_RNA-353
Y_RNA-354
Y_RNA-355
Y_RNA-356
Y_RNA-357
SNORA62-3
Y_RNA-358
SNORA62-4
SNORA70-3
Y_RNA-359
Y_RNA-360
Y_RNA-361
SNORA70-4
Y_RNA-362
Y_RNA-363
Y_RNA-364
Y_RNA-365
Y_RNA-366
Y_RNA-367
Y_RNA-368
SNORD42-1
SNORA63-5
Y_RNA-369
Y_RNA-370
Y_RNA-371
Y_RNA-372
Y_RNA-373
SNORD14
Y_RNA-374
SNORD116
Y_RNA-375
Y_RNA-376
Y_RNA-377
Y_RNA-378
Y_RNA-379
Y_RNA-380
U8-8
Y_RNA-381
Metazoa_SRP-2
Metazoa_SRP-3
Metazoa_SRP-4
LINC00449
Metazoa_SRP-5
C12orf73
FAM205A
C4orf47
KU-MEL-3
FAM183DP
C21orf62
C21orf62-AS1
Y_RNA-382
Y_RNA-383
Y_RNA-384
Y_RNA-385
Y_RNA-386
Y_RNA-387
Y_RNA-388
Y_RNA-389
Y_RNA-390
SNORA70-5
Y_RNA-391
Y_RNA-392
Y_RNA-393
Y_RNA-394
Y_RNA-395
Y_RNA-396
Y_RNA-397
Y_RNA-398
Y_RNA-399
Y_RNA-400
Y_RNA-401
Y_RNA-402
Y_RNA-403
Y_RNA-404
Y_RNA-405
Y_RNA-406
Y_RNA-407
Y_RNA-408
Y_RNA-409
Y_RNA-410
Y_RNA-411
Y_RNA-412
Y_RNA-413
Y_RNA-414
Y_RNA-415
Y_RNA-416
Y_RNA-417
Y_RNA-418
Y_RNA-419
Y_RNA-420
Y_RNA-421
Y_RNA-422
Y_RNA-423
Y_RNA-424
Y_RNA-425
Y_RNA-426
Y_RNA-427
Y_RNA-428
Y_RNA-429
Y_RNA-430
Y_RNA-431
Y_RNA-432
Y_RNA-433
Y_RNA-434
Y_RNA-435
Y_RNA-436
Y_RNA-437
Y_RNA-438
Y_RNA-439
Y_RNA-440
Y_RNA-441
Y_RNA-442
Y_RNA-443
SNORA70-6
Y_RNA-444
SNORA72-3
Y_RNA-445
Y_RNA-446
Y_RNA-447
Y_RNA-448
Y_RNA-449
Y_RNA-450
Y_RNA-451
Y_RNA-452
Y_RNA-453
Y_RNA-454
SNORA70-7
Y_RNA-455
Y_RNA-456
Y_RNA-457
Y_RNA-458
Y_RNA-459
U8-9
Y_RNA-460
Y_RNA-461
Y_RNA-462
Y_RNA-463
Y_RNA-464
Y_RNA-465
Y_RNA-466
Y_RNA-467
Y_RNA-468
Y_RNA-469
Y_RNA-470
Y_RNA-471
Y_RNA-472
SNORA72-4
Y_RNA-473
Y_RNA-474
Y_RNA-475
Y_RNA-476
SNORA72-5
Y_RNA-477
Y_RNA-478
Y_RNA-479
SNORA70-8
Y_RNA-480
Y_RNA-481
Y_RNA-482
Y_RNA-483
U3-14
Y_RNA-484
Y_RNA-485
Y_RNA-486
Y_RNA-487
Y_RNA-488
Y_RNA-489
Y_RNA-490
Y_RNA-491
Y_RNA-492
Y_RNA-493
Y_RNA-494
SNORA70-9
Y_RNA-495
Y_RNA-496
Y_RNA-497
Y_RNA-498
Y_RNA-499
Y_RNA-500
Y_RNA-501
Y_RNA-502
Y_RNA-503
Y_RNA-504
Y_RNA-505
Y_RNA-506
Y_RNA-507
Y_RNA-508
Y_RNA-509
Y_RNA-510
SNORA70-10
Y_RNA-511
SNORA72-6
Y_RNA-512
Y_RNA-513
Y_RNA-514
Y_RNA-515
Y_RNA-516
Y_RNA-517
Y_RNA-518
Y_RNA-519
Y_RNA-520
Y_RNA-521
Y_RNA-522
Y_RNA-523
Y_RNA-524
Y_RNA-525
Y_RNA-526
Y_RNA-527
Y_RNA-528
Y_RNA-529
Y_RNA-530
Y_RNA-531
Y_RNA-532
Y_RNA-533
Y_RNA-534
Y_RNA-535
Y_RNA-536
Y_RNA-537
Y_RNA-538
Y_RNA-539
Y_RNA-540
Y_RNA-541
Y_RNA-542
Y_RNA-543
Y_RNA-544
Y_RNA-545
Y_RNA-546
Y_RNA-547
Y_RNA-548
Y_RNA-549
Y_RNA-550
Y_RNA-551
Y_RNA-552
Y_RNA-553
Y_RNA-554
Y_RNA-555
Y_RNA-556
Y_RNA-557
Y_RNA-558
Y_RNA-559
Y_RNA-560
U8-10
U8-11
Y_RNA-561
Y_RNA-562
Y_RNA-563
Y_RNA-564
Y_RNA-565
Y_RNA-566
Y_RNA-567
Y_RNA-568
Y_RNA-569
Y_RNA-570
Y_RNA-571
Y_RNA-572
Y_RNA-573
Y_RNA-574
Y_RNA-575
U8-12
U8-13
U3-15
U3-16
U3-17
Y_RNA-576
U3-18
Y_RNA-577
U8-14
SNORD81-2
Y_RNA-578
Y_RNA-579
U3-19
Y_RNA-580
Y_RNA-581
Y_RNA-582
Y_RNA-583
SNORD115
U3-20
SNORD115-49
SNORA75-1
U3-21
SNORA75-2
Y_RNA-584
U3-22
U3-23
Y_RNA-585
SNORA75-3
U3-24
U3-25
U3-26
SNORD116-31
Y_RNA-586
Y_RNA-587
SNORA75-4
U8-15
SNORA75-5
U8-16
U3-27
U3-28
SNORD58
SNORA75-6
C2orf74-DT
Metazoa_SRP-6
Metazoa_SRP-7
C3orf56
SOGA3
ALOX12-AS1
FAM166B
C5orf49
FAM90A24P
FAM90A5P
LL22NC01-81G9.3
TDGF1P4
LL22NC03-63E9.3
U3-29
U3-30
U3-31
U3-32
U3-33
U3-34
U3-35
U3-36
U3-37
U3-38
U3-39
U3-40
C2orf16
ZBED8
LINC01793
Y_RNA-588
SNORA73-2
Y_RNA-589
Y_RNA-590
Y_RNA-591
Y_RNA-592
Y_RNA-593
Y_RNA-594
Y_RNA-595
Y_RNA-596
Y_RNA-597
Y_RNA-598
Y_RNA-599
Y_RNA-600
Y_RNA-601
Y_RNA-602
Y_RNA-603
Y_RNA-604
Y_RNA-605
Y_RNA-606
Y_RNA-607
Y_RNA-608
Y_RNA-609
Y_RNA-610
Y_RNA-611
U3-41
Y_RNA-612
Y_RNA-613
Y_RNA-614
Y_RNA-615
Y_RNA-616
Y_RNA-617
Y_RNA-618
Y_RNA-619
SNORD29
Y_RNA-620
Y_RNA-621
Y_RNA-622
Y_RNA-623
Y_RNA-624
Y_RNA-625
Y_RNA-626
SNORD83
Y_RNA-627
Y_RNA-628
LMO7DN-IT1
LINC01422
IFITM3P2
LINC01921
FAM90A13P
ZNF32-AS3
LINC01357
PHEX-AS1
MSL3P1
LINC01167
CDKN2A-DT
SSXP3
PDK1-AS1
LINC00350
LHFPL3-AS2
TDGF1P3
SSXP5
LINC01729
LINC02036
LINC02528
HHLA3-AS1
LINC00381
FSIP2-AS2
PP12613
LINC02785
LINC02876
SSXP9
TP73-AS1
LINC01655
INO80D-AS2
TDGF1P1
LINC01494
LINC02263
LINC01004
C1orf50-AS1
D21S2088E
SPATA13-1
TTTY21
MIR5689HG
LYST-AS1
LINC02851
GK3P
FAM90A15P
LINC00443
SSU72P8
ALG14-AS1
LINC01799
ZNF32-AS2
USP12-DT
LINC01293
FAM25E
GS1-600G8.3
LINC02595
ZBED9
GPR143P
ZBED9P1
RGS5-1
NPIPA9-1
FAM90A11P
FAM90A3P
DIRC3-AS1
LINC02634
KCNJ6-AS1
FAM90A20P
ZNF197-AS1
ZC3H12A-DT
CLDN14-AS1
MACC1-DT
PCDH9-AS4
CTC-338M12.4
ARHGEF19-AS1
LINC01114
LINC01731
HRAT17
PRUNEP1
C11orf94
LINC01135
TSPY26P
SMIM2-IT1
LINC01889
LINC00484-1
LINC00298
LINC01814
LINC00545
SHANK2-AS2
MTX1P1
LINC01844
DNAJC9-AS1-1
LINC00486-1
MLIP-IT1
SULT1C2P1
Metazoa_SRP-8
UPP2-IT1
LINC01358
MGC27382
TTTY21B
LINC00407
Metazoa_SRP-9
LINC00211
LINC01238
FLG-AS1
LINC02257
PHF5GP
LINC00707
U3-42
Y_RNA-629
Y_RNA-630
Y_RNA-631
Y_RNA-632
SNORD18-1
Y_RNA-633
U8-17
Y_RNA-634
Y_RNA-635
Y_RNA-636
Y_RNA-637
Y_RNA-638
Y_RNA-639
Y_RNA-640
Y_RNA-641
U8-18
Y_RNA-642
Y_RNA-643
Y_RNA-644
Y_RNA-645
Y_RNA-646
U8-19
Y_RNA-647
Y_RNA-648
Y_RNA-649
U8-20
Y_RNA-650
U8-21
Y_RNA-651
CLRN1-AS1
LINC01119
DENND6A-AS1
Y_RNA-652
LINC00888
LINC00886
PRICKLE2-AS1
TDGF1
TDGF1P6
PRICKLE2-AS1-1
LINC01323
PRR34-AS1
CCDC137P
C4orf48
ELFN2-1
LINC01995
XKRY2
LINC00461
GS1-24F4.2
LINC01513
CACNA1C-AS1
MGC16275
SPTY2D1OS
LINC02234
FLJ12825
LINC02056
LINC02119
ANP32C
FLJ42969
CCDC153
FLJ46284
LINC01335
LINC01033
SLED1
LINC02224
CTD-2194D22.4
LINC00500
TMEM251P1
THEGL
SLC41A3-AS1
LINC02060
MYLK-AS2
CTD-2350J17.1
MGC32805
LINC01332
MIR583HG
KHDRBS2-OT1
TNFRSF10A-DT-1
LINC01017
RIPK2-DT
EFNA4-EFNA3
TEMN3-AS1
LINC02110
C5orf64-AS1
Y_RNA-653
Y_RNA-654
Y_RNA-655
SNORA70-11
Y_RNA-656
Y_RNA-657
Y_RNA-658
Y_RNA-659
Y_RNA-660
Y_RNA-661
Y_RNA-662
SNORD79
SNORA70-12
SNORA70-13
Y_RNA-663
SNORD63-1
Y_RNA-664
SNORA70-14
Y_RNA-665
SNORD33-1
Y_RNA-666
Y_RNA-667
Y_RNA-668
Y_RNA-669
Y_RNA-670
SNORD63-2
Y_RNA-671
SNORA74
SNORA70-15
SNORA72-7
Y_RNA-672
Y_RNA-673
SNORA70-16
Y_RNA-674
Y_RNA-675
Y_RNA-676
Y_RNA-677
Y_RNA-678
Y_RNA-679
SNORA70-17
Y_RNA-680
Vault
SNORA74-1
Y_RNA-681
Y_RNA-682
Vault-1
Y_RNA-683
Y_RNA-684
Y_RNA-685
Y_RNA-686
Y_RNA-687
Y_RNA-688
Y_RNA-689
Y_RNA-690
SNORA62-5
SNORA63-6
Y_RNA-691
Vault-2
Y_RNA-692
SNORA70-18
Y_RNA-693
SNORA70-19
Y_RNA-694
Y_RNA-695
Y_RNA-696
Y_RNA-697
Y_RNA-698
Y_RNA-699
Y_RNA-700
Y_RNA-701
SNORA70-20
Y_RNA-702
Y_RNA-703
SNORA70-21
Y_RNA-704
Y_RNA-705
Y_RNA-706
Y_RNA-707
Y_RNA-708
Y_RNA-709
Y_RNA-710
Y_RNA-711
Y_RNA-712
Y_RNA-713
Y_RNA-714
Y_RNA-715
SNORA74-2
Y_RNA-716
Y_RNA-717
SNORA70-22
Y_RNA-718
SNORD116-32
Y_RNA-719
SNORA70-23
SNORA70-24
Y_RNA-720
SNORA73-3
SNORD36
Y_RNA-721
LINC01605-1
NCRNA00250
LINC03023-1
LINC02155
FAM90A12P
TDGF1P5
LINC02696
FLJ20021
POU2F2-AS1
ALG1L9P-1
STX17-DT
LINC02722
BRWD1-AS2
Metazoa_SRP-10
CACNA1C-AS2
LINC02398
KCNK4-TEX40
LINC02451
FAM205BP
LINC01154
SFTA3-1
ST6GALNAC6-1
METTL7AP1
UHRF1BP1L-DT
LINC02399
TEX49
Metazoa_SRP-11
GPR84-AS1-1
VASH1-AS1
ITFG2-AS1-1
RBM8B
CRAT37
PTTG4P
LINC00638
PINX1-1
HIF1A-AS1
LINC01568
LINC01580
BHLHB9P1
LINC02302
LINC02206
MGC15885
LINC02254
MIR30DHG
LINC02193
GS1-279B7.1
LINC02544
LINC01238-1
LINC02911
GNAO1-AS1
GOLGA8M-1
LINC00560
LINC01974
DKFZP434A062
GRAPLDR
SNORD39
LINC00672
SNORD39-1
Metazoa_SRP-12
SP2-DT
SNORD39-2
AA06
Y_RNA-722
Y_RNA-723
IGBP1P2
hsa-mir-423
PHF5CP
LINC01764
KC6
THEG5
LINC01855
Y_RNA-724
Metazoa_SRP-13
SMC5-DT
SIGLEC5-1
RAET1E-AS1-1
Metazoa_SRP-14
TMSB15B-1
TDGF1P7
PHF5FP
PKD1P6-NPIPP1
NAV2-AS6
LINC03049
LINC01109
7SK-1
DUXAP8-1
BMS1P4-1
U3-43
SNORA62-6
SNORA74-3
Y_RNA-725
Y_RNA-726
ARF4-AS1
U7
LINC00551
LINC01115-1
ATP6V1FNB
hsa-mir-1253
SLC16A4-AS1
U1
Metazoa_SRP-15
Metazoa_SRP-16
Metazoa_SRP-17
Metazoa_SRP-18
7SK-2
U7-1
U2
U2-1
Metazoa_SRP-19
Metazoa_SRP-20
U1-1
5_8S_rRNA
U4
U3-44
Metazoa_SRP-21
Metazoa_SRP-22
Metazoa_SRP-23
Metazoa_SRP-24
Metazoa_SRP-25
Y_RNA-727
Metazoa_SRP-26
Y_RNA-728
Metazoa_SRP-27
Metazoa_SRP-28
Metazoa_SRP-29
Metazoa_SRP-30
Metazoa_SRP-31
Metazoa_SRP-32
Y_RNA-729
U2-2
Metazoa_SRP-33
Y_RNA-730
Metazoa_SRP-34
U4-1
U2-3
Metazoa_SRP-35
Metazoa_SRP-36
LINC03038
Y_RNA-731
7SK-3
Metazoa_SRP-37
LINC02804
U6
U2-4
U2-5
Metazoa_SRP-38
Y_RNA-732
Y_RNA-733
Metazoa_SRP-39
Metazoa_SRP-40
Metazoa_SRP-41
SNORD39-3
Metazoa_SRP-42
Y_RNA-734
NPEPPSP1-1
Metazoa_SRP-43
Metazoa_SRP-44
Metazoa_SRP-45
Metazoa_SRP-46
Metazoa_SRP-47
U4-2
Metazoa_SRP-48
U2-6
Metazoa_SRP-49
Y_RNA-735
Metazoa_SRP-50
Metazoa_SRP-51
Metazoa_SRP-52
Metazoa_SRP-53
U2-7
Metazoa_SRP-54
Y_RNA-736
Y_RNA-737
Y_RNA-738
Metazoa_SRP-55
U6-1
Metazoa_SRP-56
U7-2
U3-45
U6-2
Metazoa_SRP-57
U2-8
Metazoa_SRP-58
U7-3
Metazoa_SRP-59
Metazoa_SRP-60
LINC02340
Metazoa_SRP-61
Metazoa_SRP-62
Metazoa_SRP-63
U1-2
PTGER4P2-CDK2AP2P2
Metazoa_SRP-64
C17orf98
U7-4
Metazoa_SRP-65
U2-9
FLJ16779
U1-3
U7-5
Metazoa_SRP-66
Metazoa_SRP-67
Metazoa_SRP-68
Y_RNA-739
5_8S_rRNA-1
Metazoa_SRP-69
Metazoa_SRP-70
Metazoa_SRP-71
Metazoa_SRP-72
5_8S_rRNA-2
Metazoa_SRP-73
U3-46
Metazoa_SRP-74
Y_RNA-740
Metazoa_SRP-75
Y_RNA-741
7SK-4
Metazoa_SRP-76
Metazoa_SRP-77
Y_RNA-742
U1-4
SNORD27-1
Metazoa_SRP-78
CCL3L1
SNORA70-25
Metazoa_SRP-79
U4-3
Metazoa_SRP-80
U6-3
Y_RNA-743
U6-4
Metazoa_SRP-81
Metazoa_SRP-82
Metazoa_SRP-83
Metazoa_SRP-84
Metazoa_SRP-85
U3-47
U7-6
Metazoa_SRP-86
LINC01879
FLJ36000
LINC03025-1
Metazoa_SRP-87
Metazoa_SRP-88
Metazoa_SRP-89
Y_RNA-744
Metazoa_SRP-90
U2-10
Metazoa_SRP-91
7SK-5
Metazoa_SRP-92
KRTAP12-6P
Metazoa_SRP-93
Y_RNA-745
U2-11
Metazoa_SRP-94
Y_RNA-746
Metazoa_SRP-95
Metazoa_SRP-96
Metazoa_SRP-97
Metazoa_SRP-98
Metazoa_SRP-99
Metazoa_SRP-100
Metazoa_SRP-101
Metazoa_SRP-102
5S_rRNA
5_8S_rRNA-3
Metazoa_SRP-103
Y_RNA-747
Metazoa_SRP-104
Y_RNA-748
Metazoa_SRP-105
Metazoa_SRP-106
Metazoa_SRP-107
SNORA71-2
Metazoa_SRP-108
Metazoa_SRP-109
Metazoa_SRP-110
Metazoa_SRP-111
Metazoa_SRP-112
Metazoa_SRP-113
Metazoa_SRP-114
PRODH-1
Metazoa_SRP-115
U2-12
Metazoa_SRP-116
Metazoa_SRP-117
7SK-6
Metazoa_SRP-118
U1-5
Metazoa_SRP-119
Metazoa_SRP-120
5S_rRNA-1
Y_RNA-749
Metazoa_SRP-121
Metazoa_SRP-122
Metazoa_SRP-123
5S_rRNA-2
Metazoa_SRP-124
LINC03021-1
Metazoa_SRP-125
Metazoa_SRP-126
Y_RNA-750
Metazoa_SRP-127
U6-5
Metazoa_SRP-128
Metazoa_SRP-129
Y_RNA-751
Metazoa_SRP-130
Metazoa_SRP-131
Metazoa_SRP-132
U6-6
Metazoa_SRP-133
5_8S_rRNA-4
Metazoa_SRP-134
U3-48
Metazoa_SRP-135
Y_RNA-752
Metazoa_SRP-136
Y_RNA-753
SNORD30-1
U6-7
Metazoa_SRP-137
U2-13
Telomerase-vert
U6-8
Metazoa_SRP-138
Metazoa_SRP-139
Metazoa_SRP-140
U4-4
Metazoa_SRP-141
SNORA70-26
Y_RNA-754
U2-14
Metazoa_SRP-142
Metazoa_SRP-143
U2-15
Metazoa_SRP-144
U6-9
Metazoa_SRP-145
U2-16
Metazoa_SRP-146
5_8S_rRNA-5
Metazoa_SRP-147
U4-5
5S_rRNA-3
Metazoa_SRP-148
Metazoa_SRP-149
Y_RNA-755
SNORD22-1
Metazoa_SRP-150
Metazoa_SRP-151
U2-17
U6-10
Metazoa_SRP-152
Metazoa_SRP-153
Metazoa_SRP-154
Metazoa_SRP-155
Metazoa_SRP-156
Metazoa_SRP-157
Metazoa_SRP-158
U6-11
Metazoa_SRP-159
Metazoa_SRP-160
U2-18
Metazoa_SRP-161
U6-12
Metazoa_SRP-162
Vault-3
Metazoa_SRP-163
Metazoa_SRP-164
PRO1804
FLJ42393
FLJ38576
GABARAPL3-1
FLJ30679
SNORA17B-1
SNORA16A-1
Metazoa_SRP-165
LINC01374
HPAT5
MATR3-1
SNORD3D-1
SCARNA4-1
U3-49
snoZ196
SNORD38B-1
LINC02246
SNORA50A-1
LINC02815
MGC4859
U6-13
KBTBD11-OT1-1
U6-14
U6-15
U6-16
U6-17
5_8S_rRNA-6
U6-18
5_8S_rRNA-7
U6-19
U6-20
U6-21
U6-22
U6-23
Metazoa_SRP-166
U6-24
U6-25
U6-26
U6-27
Metazoa_SRP-167
LINC01260
U4-6
U6-28
U6-29
U6-30
U6-31
U2-19
U6-32
U6-33
U2-20
U6-34
5_8S_rRNA-8
U6-35
Y_RNA-756
Metazoa_SRP-168
U6-36
Y_RNA-757
SSU72P4
LINC00032
SSU72P5
SSU72P2
SSU72P7
SSU72P3
hsa-mir-8069-1
LINC02203-1
TBCE-1
TFAP2A-AS2
POLR2J3-1
DHRS4L1-1
MKKS-1
5S_rRNA-4
5S_rRNA-5
5S_rRNA-6
MKKS-2
5S_rRNA-7
ANAPC1P2-1
LINC02797
5S_rRNA-8
SAGSIN1
ARMCX5-GPRASP2-1
C2orf27A
THCAT155
GUCA1ANB
HERC3-1
5S_rRNA-9
RPSAP58
LINC02256-1
FAM153B
TARP
NOX5-1
FAM197Y5-1
RBMY2FP-1
FGD5P1-1
DDX11L16-1
GOLGA8DP-1
TTTY23B-1
FAM197Y4-1
FAM86EP-1
HERC2P3-1
TTTY11-1
ZNF876P-1
SORD2P-1
CST13P-1
ASNSP1-1
GRM5P1-1
HSFY1P1-1
NCOR1P1-1
TPTEP1-1
TBC1D3P5-1
PI4KAP1-1
HSD17B7P2-1
FAM238A-1
CCNYL2-1
FAM197Y9-1
CYP4Z2P-1
CYP4F35P-1
SUGT1P3-1
GUSBP2-1
AP1B1P1-1
LINC03003-1
FOLH1B-1
GBP1P1-1
CYP4F29P-1
INTS4P1-1
ADCY10P1-1
LINC00680-1
PGBP-1
ATP8B5P-1
